id,text,main_emotion,self_report_anger,self_report_fear,self_report_sadness,encoder_anger,encoder_fear,encoder_sadness,nli_anger,nli_fear,nli_sadness,decoder_anger,decoder_fear,decoder_sadness,decoder_reasoning,decoder_raw
11,"I feel trapped in my own life. I am stuck in this flat, with my boyfriend that I want to break up with, with no job or income. I was on the verge of a new start and now everything is paused. I also feel hopeless about the prospect of jobs when this is over. I have already been in self isolation for around 5 weeks because I lost my job just before this all happened and of course it's now impossible to get another one. I have felt suicidal and desperate. Tomorrow it's my birthday. I was meant to be in a spa. I just want to escape.",sadness,1,5,6,0.00950010959059,0.009647711180150509,0.45388156175613403,0.00017064044368453324,0.03963883966207504,0.9996892809867859,False,True,True,"The text expresses feelings of being trapped, hopelessness, despair, and suicidal thoughts, indicating strong negative emotions.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses feelings of being trapped, hopelessness, despair, and suicidal thoughts, indicating strong negative emotions.""}
```"
12,"It is senseless.  If China had been honest from the start and closed borders it would not be happening.  Quite honestly I think they really should be held to account for this.

Why do I have to type 500 characters, I have summed up what i feel and cannot go too much further.

Right, I am not sure what else to say, it is pointless making it a minimum of 500 words, 

So what else can I say.  It is annoying, yes, it is expensive.  But it is what it is and we can do nothing other than try to make it go away as quickly as possible so doing as we are told is important.",sadness,4,2,7,0.08022583276033401,0.0018297466449439526,0.002879845444113016,0.9950370192527771,0.001560889184474945,0.0004477008478716016,False,False,False,"The text does not express any strong emotions such as anger, fear, or sadness. The author seems to be expressing frustration and disappointment about certain circumstances but does not show signs of emotional distress.","```json
{
  ""anger"": false,
  ""fear"": false,
  ""sadness"": false,
  ""reasoning"": ""The text does not express any strong emotions such as anger, fear, or sadness. The author seems to be expressing frustration and disappointment about certain circumstances but does not show signs of emotional distress.""
}
```"
13,"I feel quite awful about it. People are dying and I can't do anything to help. I am also high risk and am struggling to get shopping etc. Very scary. I also cannot see my parents, who are also vulnerable to the disease. I'm worried they'll get sick. I live alone and I'm worried I'll get sick and not be able to look after my cat. I find it difficult to relax. I am keeping busy and connected with friends etc but I still feel lonely due to the isolation & lack of face to face contact. I find it difficult to be happy and have fun while so many people are dying ",sadness,6,8,9,0.004991037771105766,0.39604422450065613,0.3726145029067993,8.029783930396661e-05,0.9992460608482361,0.999841570854187,False,True,True,"The text expresses feelings of worry, fear, and sadness regarding personal health risks and social isolation during a pandemic.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses feelings of worry, fear, and sadness regarding personal health risks and social isolation during a pandemic.""}
```"
14,"At the moment I feel confused and worried by the situation, on one hand it is very worrying and the fear of the situation is great.  I am very concerned about the economic situation, the state of the NHS and society as a whole.  I also worry about the older generation who are more susceptible to falling ill, although the disease is not being full ageist in who it affects 
but on the other hand staying at home with my family and not rushing around to school drop off, commuting and working full time is is good  
i feel relaxed when i am with my family but then you open the front door and the realisation hits you of what is happening ",fear,2,8,3,0.003968999721109867,0.19441314041614532,0.05623842030763626,4.832563718082383e-05,0.9998147487640381,0.0001229135668836534,False,True,False,"The text expresses concern and worry about various issues such as economic situation, NHS, and societal concerns, indicating fear without showing signs of anger or sadness.","```json
{""anger"":false,""fear"":true,""sadness"":false,""reasoning"":""The text expresses concern and worry about various issues such as economic situation, NHS, and societal concerns, indicating fear without showing signs of anger or sadness.""}
```"
15,"I feel not too anxious about the corona situation however i feel quite lost and lonely, almost empty rather than sad. I feel bored and tired more often but not angry, i’m a little bit anxious about getting ill but not too bad, however my mum and dad are key workers so i’m more worried about catching it, i don’t feel as anxious as usual tho. I am struggling to feel motivated to do any work and i am struggling to get out of bed and struggling to fall asleep. I feel sad i can’t see my friends or boyfrind",sadness,3,2,6,0.0035963766276836395,0.02693510241806507,0.5783472657203674,0.00012339458044152707,0.03879259154200554,0.9821341037750244,False,True,True,"The text describes feelings of loneliness, boredom, anxiety, and sadness without expressing anger.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text describes feelings of loneliness, boredom, anxiety, and sadness without expressing anger.""
}
```"
16,"It’s annoying that some people like myself are going into their fourth week of lockdown whereas others who haven’t taken it seriously are going onto the second week. It’s sad to see that there’s still many people not taking government advise. The uncertainty of when this will all end is awful as well when can normal life begin again. The uncertainty of unknowing when I will be able to pay for bills and direct debits without rationing my last of my wages. It’s hard to keep yourself occupied during this time as well when you’re in an unhappy household, avoiding family members and really being stuck to your bedroom. ",sadness,7,8,9,0.007723575923591852,0.019445620477199554,0.6435763835906982,0.987887978553772,0.990121066570282,0.20063598453998566,False,True,True,"The text expresses frustration about the varying experiences during lockdown, concern over misinformation spreading, anxiety about economic instability, and sadness due to isolation and lack of social interaction.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses frustration about the varying experiences during lockdown, concern over misinformation spreading, anxiety about economic instability, and sadness due to isolation and lack of social interaction.""}
```"
17,I am shocked more than anything that a % of society are showing arrogance in helping to eradicate the virus by doing as they please. I feel personally calm as I am abiding by all guidelines; however my frustration comes into play due to the fact that I am a self-employed individual who has now lost all income. Seeing people not listening to government advice is not helping the country get back to a reasonable state of normality. We need businesses to trade and the economy to start moving again. It's a worrying time for all businesses regardless of size.,anger,5,2,1,0.020777449011802673,0.00891902670264244,0.12947732210159302,0.9942362904548645,0.9965837001800537,0.0140365706756711,True,False,False,"The text expresses strong negative emotions towards those who are disregarding public health guidelines, which indicates anger but no fear or sadness.","```json
{""anger"": true, ""fear"": false, ""sadness"": false, ""reasoning"": ""The text expresses strong negative emotions towards those who are disregarding public health guidelines, which indicates anger but no fear or sadness.""}
```"
18,"Fed up of the situation, which could have been controlled better if decisions were made before they were.
My little boy is desperate to get out the house and socialise. We are so busy trying to protect older/vulnerable people and the NHS we are forgetting about our little people and the damage it’s doing to them! I feel so sad for him and his sister who have no understanding of the situation and just want to go out and play and go back to nursery. I can cope with my own frustrations but my heart breaks for theirs! ",anger,8,2,4,0.0054830643348395824,0.0033938272390514612,0.7633076906204224,0.9048609137535095,0.011244562454521656,0.5314221382141113,False,True,True,"The text expresses concern and frustration over the neglect of children's needs during the pandemic, highlighting the emotional impact on both the children and their parents.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses concern and frustration over the neglect of children's needs during the pandemic, highlighting the emotional impact on both the children and their parents.""}
```"
19,"Feel worried, concerned, uncertain, fear, anxious, a lot of thoughts. Fear of contracting the virus or family and close ones. Uncertain about the current situation and future, worried about job, financial income as currently not working, and work has been paused. Scared, and feeling some sadness and anger received from racial discrimination from people due to the coronavirus as it has affected everyone. Safety concerns and whether or not to go out for groceries, worried about who may or may not have it",fear,1,2,1,0.00563465291634202,0.4219714403152466,0.18641893565654755,0.0003307979495730251,0.9998252987861633,0.001190225244499743,False,True,True,"The text expresses significant levels of worry, anxiety, uncertainty, and fear regarding health, economic stability, and social issues such as racial discrimination. The author also shows concern for safety and personal well-being, indicating feelings of sadness and anger towards the situation.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses significant levels of worry, anxiety, uncertainty, and fear regarding health, economic stability, and social issues such as racial discrimination. The author also shows concern for safety and personal well-being, indicating feelings of sadness and anger towards the situation.""}
```"
20,"I feel afraid for the people I know especially my family and friends. I feel sad for the people who have lost their lives especially my uncle who was in hospital alone died alone and was cremated alone. I am anxious all the time and don't sleep well. I am grateful to all the NHS staff and the carers, especially the one who are looking after my 86 year old Dad who has dementia and won't understand why I'm not there. I am nervous when the phone rings incase it is bad news about dad. I am jumpy at sudden noises but frightened to hear the quietness when I am in my garden. I am scared that I won't find enough food for my family.",fear,6,9,9,0.0057702092453837395,0.27689993381500244,0.575961172580719,5.3910844144411385e-05,0.9998761415481567,0.0017996544484049082,False,True,True,"The text expresses feelings of fear, sadness, and anxiety due to personal losses and current circumstances related to health issues.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses feelings of fear, sadness, and anxiety due to personal losses and current circumstances related to health issues.""
}
```"
21,"I have just read about the UK deaths for today, so I'm feeling quite sad. At the same time I'm feeling frustration that people in the UK aren't taking social distancing seriously and going out for picnics and gatherings despite the spread. I miss my mum too as I'm unable to see her, due to her being high risk and living an hour away. I feel lucky that I have my partner to see over self isolation, so feel very grateful that I have him. Overall I'm feeling quite sad about the situation, not to mention worried financially as I'm self employed and currently out of work. ",fear,1,8,7,0.008944224566221237,0.0025409164372831583,0.7990763783454895,0.006679879035800695,0.005730246659368277,0.9998923540115356,False,True,True,"The text describes feelings of sadness, frustration, and worry related to the current situation, including personal losses and financial concerns.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text describes feelings of sadness, frustration, and worry related to the current situation, including personal losses and financial concerns.""
}
```"
22,I feel afraid for myself my friends and my family. I hate being under house arrest but understand the reasons why I have limited movement. I am very angry that the UK government are still allowing foreign nationals to enter the UK whilst this is going on as it defeats the object of doing all this in my opinion. I am not sure when all this is going to end but I get the feeling late June/July is the first time I am going to see a resemblance of normality. I am glad that at least on my weekly trip to Tesco's that the shelves are now returning to normal and that people have stopped panic buying items which was just totally stupid.,fear,7,9,8,0.05953224003314972,0.3993600010871887,0.033631592988967896,0.9987404942512512,0.9998528957366943,0.0015669888816773891,True,True,False,"The text expresses strong negative emotions such as anger towards the UK government's actions and fear about the situation, while there is no indication of sadness.","```json
{
  ""anger"": true,
  ""fear"": true,
  ""sadness"": false,
  ""reasoning"": ""The text expresses strong negative emotions such as anger towards the UK government's actions and fear about the situation, while there is no indication of sadness.""
}
```"
23,I feel very scared and afraid about myself and my family catching the virus. My anxiety levels are very high at the moment. I stay home with my two children while my partner still goes out to work and I am petrified that he could catch the virus and bring it back to us where we could all become ill. I also know and have read that healthy people with no underlying health issue's are dying from the virus also. I feel lonely and miss my family and social interaction and I think this virus could be around longer than people are expecting which means longer social distancing and not seeing family and doing normal things.,fear,3,9,8,0.0037382072769105434,0.7773871421813965,0.0977821797132492,5.02506154589355e-05,0.9999111294746399,0.0004272078804206103,False,True,True,"The text expresses significant fear regarding the spread of the virus, concern for personal safety and that of loved ones, and worry about prolonged isolation and social distancing measures.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses significant fear regarding the spread of the virus, concern for personal safety and that of loved ones, and worry about prolonged isolation and social distancing measures.""}
```"
24,"Hi, I feel very concerned about the future of our human beings. I feel like it is a bad dream and hope that one day I will wake up and I realis e that this was just a bad dream. I feel scared and hope that soon scientists will come up with a remarkable cure and 💉.  I am truly frightened. Everyday I watch news on the television and see the horror people go through in the whole world. I am deeply saddened to see how many people died. It is awful and I am deeply shocked and anxious. I feel this virus is man made and not something that just happened because why it would not happen a few years ago, or ever. ",sadness,2,9,9,0.005952073261141777,0.7166823148727417,0.34841322898864746,0.0002913700882345438,0.9998781085014343,0.0227808877825737,False,True,True,"The text expresses deep concern, fear, and sadness about the current state of humanity due to the pandemic. The speaker feels overwhelmed by the situation, expressing both anxiety and sorrow over the loss of life and the impact on society.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses deep concern, fear, and sadness about the current state of humanity due to the pandemic. The speaker feels overwhelmed by the situation, expressing both anxiety and sorrow over the loss of life and the impact on society.""}
```"
25,The situation with Coronavirus is one that is very scary for everyone. Our way of life has been completely changed and it's had a significant impact on me and I'm sure others. The overriding feeling that I have is fear.  I fear mostly of getting it and giving to the people I love. I also have anger at the government for allowing it to get to this stage and for being ill-prepared.  Anxiety is also an issue as I have to look after getting supplies in for people and not knowing when this will all be over.,fear,8,9,6,0.016842655837535858,0.8166521787643433,0.050377942621707916,0.15746048092842102,0.999914824962616,0.00048690568655729294,True,True,False,The text expresses fear about the coronavirus outbreak and anger towards the government for its handling of the situation.,"```json
{""anger"": true, ""fear"": true, ""sadness"": false, ""reasoning"": ""The text expresses fear about the coronavirus outbreak and anger towards the government for its handling of the situation.""}
```"
26,"Anxious about the future weeks to come, unsure about the outcome and how it will affect my job and the countries economy. I am hoping that lockdown will end soon and hope that everything goes back to normal very soon. Would like to say I am able to volunteer and help the NHS but I have no car. Waiting for the death statistics everyday and praying that they starting plateauing or declining very soon like Spain. Sad about everything being missed over summer and how my first year at university has been ruined and cut short. Extremely bored and hoping this ends soon. Praying that all my family and friends are safe and well, upset that I cant go and see them. Proud of the NHS!",fear,6,9,6,0.00439872220158577,0.02583143301308155,0.4623959958553314,9.876621334115043e-05,0.9836441874504089,0.8660192489624023,False,True,True,"The text expresses anxiety, fear, and sadness due to uncertainty about the future, concerns about personal and economic impacts, daily worry about health statistics, disappointment with lost time, boredom, and concern for loved ones.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses anxiety, fear, and sadness due to uncertainty about the future, concerns about personal and economic impacts, daily worry about health statistics, disappointment with lost time, boredom, and concern for loved ones.""}
```"
27,I am very worried about it worried about my family catching it and to loose love ones so scared to come out the house and if I. catch it and spread it it's always on my mine all the time   Can not sleep thinking about it it scares you when you read or watch how many people have catches it and have passed away and that it spreading so fast I worry about my family when they are off to work   Until they come home thinking I hope they don't catch I don the shopping but am so frighten to go to the shops and be around people and many people don't listen and obey the rules it sad to see the world in this situation i have lost friends to this viras,fear,5,9,8,0.004461254458874464,0.6046836376190186,0.35050758719444275,0.0001414700091117993,0.9998898506164551,0.13811267912387848,False,True,True,"The text expresses significant concern and anxiety about contracting the virus, fearing its spread, and worrying about loved ones. The language used indicates strong emotional distress.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses significant concern and anxiety about contracting the virus, fearing its spread, and worrying about loved ones. The language used indicates strong emotional distress.""
}
```"
28,I am feeling very sad  for all the families who have lost loved ones. Also I am concerned about my husband who is a vulnerable person along with my mother and mother in law. i am not concerned about myself as i have to go shopping. I am hopeful that all the sacrifices we are making will beat this virus and so grateful to all the amazing NHS staff including my bother in law and sister in law who are on the front line that they are safe. I am very impressed with the way the government is handling the pandemic. We can win this.,sadness,3,2,7,0.0029337576124817133,0.013003618456423283,0.23999062180519104,6.89519802108407e-05,0.8424747586250305,0.9985220432281494,False,True,True,"The text expresses concern for others, gratitude towards healthcare workers, hopefulness about overcoming the virus, and admiration for governmental actions. There is no indication of anger, fear, or sadness.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses concern for others, gratitude towards healthcare workers, hopefulness about overcoming the virus, and admiration for governmental actions. There is no indication of anger, fear, or sadness.""
}
```"
29,"I'm sad for everything I see on the tv - about the incredible job the NHS staff are doing to comfort and support and ultimately cope with the demands of a horrible situation right now. I'm sad that people aren't able to go out as much as they normally can, particularly with the warm(ish) weather, and it being the start of the Easter holidays. It's particularly tough now because we're coming - at least it seems - towards the peak, in 7 to 10 days I think. On another note, I am feeling extremely lucky that I haven't been affected by it so far. I'm sad for everyone who suffers because of this. ",sadness,1,3,7,0.004815677180886269,0.00409147422760725,0.8685345649719238,4.2814379412448034e-05,0.0005549408961087465,0.9999111294746399,False,True,True,"The text expresses feelings of sadness due to various aspects such as the NHS staff's efforts, restrictions on going out, and personal luck not being affected yet.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses feelings of sadness due to various aspects such as the NHS staff's efforts, restrictions on going out, and personal luck not being affected yet.""
}
```"
30,"I find this time very worrying as it is the unknown. I worry about my grandparents due to their age and general health, but more so my husband who works for the NHS. He is within the estates department between two hospitals and has had a massive amount of pressure recent weeks planning for the resources for people which has left him very run down and tired. I worry about him getting corona and the fact he is tired. Even though we Are told it is mainly the elderly it is fatal there has still been a large number of cases of deaths amongst the younger population. I am frustrated as I cannot see my relatives I am missing just being able to pop over for a quick coffee of a chat, things which previously I took for granted and I assume the general population did too! ",fear,3,6,4,0.004852139391005039,0.05656149238348007,0.2117888629436493,0.6613216400146484,0.9996381402015686,0.9064876437187195,False,True,True,"The text expresses concern and worry about various aspects including family members' health, work stress, and societal issues related to aging populations and the impact of the pandemic on young individuals.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses concern and worry about various aspects including family members' health, work stress, and societal issues related to aging populations and the impact of the pandemic on young individuals.""}
```"
31,"I am very fearful for my family. I am very overweight & don't think I'd survive if/when I get it. My husband is a key worker so very likely to bring the virus home to us, although he is very careful. I wasn't worried initially but the more we find out, it's like a death sentence. I thought young children weren't at risk but we now know that's not the case. I have 3 children & I'm am very scared. Boris Johnson has now been moved to intensive care so we know how that's going to turn out. We are living in a nightmare.",fear,7,9,9,0.0036436612717807293,0.8351157307624817,0.03625955060124397,6.014151222188957e-05,0.9999154806137085,0.00032886600820347667,False,True,True,"The text expresses significant fear about the current situation due to health concerns, including worries about family safety, potential spread of the virus, and the impact on children. The author also mentions personal fears and the perceived grim outlook, indicating strong negative emotions.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses significant fear about the current situation due to health concerns, including worries about family safety, potential spread of the virus, and the impact on children. The author also mentions personal fears and the perceived grim outlook, indicating strong negative emotions.""}
```"
32,"I am sad that I can’t meet with my family and friends. Concerned for my 79 year old Mum who lives alone in another town. It is a difficult situation as we have never experienced anything like this. I believe the government is doing its best, but obviously some things aren’t going to plan for one reason or another. After we have come through this a plan needs to be devised as to how best to deal with any future virus. I think we as a country need to continue to grow our own resources for future epidemics.",sadness,1,6,9,0.0023662184830754995,0.005996062885969877,0.7274199724197388,7.169852324295789e-05,0.9976357221603394,0.9986141324043274,False,True,True,"The text expresses concern about a challenging situation involving isolation due to a pandemic, indicating both fear of the current circumstances and sadness over the lack of personal connection.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses concern about a challenging situation involving isolation due to a pandemic, indicating both fear of the current circumstances and sadness over the lack of personal connection.""
}
```"
33,"I feel really sad about the Corona situation at the moment because my mother has a terminal illness and is alone and  is in hospital and i can not see her at all, if she passes away i feel sad that i could not see her and tell her that i will miss her.I understand the reasons for this to keep everyone safe but its a terrible situation to be in and there is no end in sight.I appreciate all the nurses care and the updates from them but seeing her myself is all i want at this moment in time, and i know my brothers feel the same, also grandchildren want to see her",sadness,2,1,8,0.0034215510822832584,0.008194847963750362,0.8320510387420654,3.6478541005635634e-05,0.006863780785351992,0.9999086856842041,False,True,True,"The text expresses deep emotional distress due to the loss of a loved one during a pandemic, highlighting feelings of sadness, fear over the situation's severity, and a strong desire to be present for the last moments of their mother.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses deep emotional distress due to the loss of a loved one during a pandemic, highlighting feelings of sadness, fear over the situation's severity, and a strong desire to be present for the last moments of their mother.""}
```"
34,"I actually feel very curious.
I am obsessed with the statistics and the numbers. I can't help but think about how/why no one saw this coming and how come no country was prepared for something like this. How come the economy is so fragile, and how come people are not really following the rules set in place by the government.
I am also curious to know how life will resume after all this. What will change? What will stay the same.
So above all, I am curious. Curious to know more about the disease and its effects.",sadness,4,2,7,0.005220234394073486,0.0038445116952061653,0.008763628080487251,0.0001816438016248867,0.001220795325934887,0.0014779429184272885,False,True,False,"The text expresses curiosity and concern without showing strong emotions of anger, fear, or sadness.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": false,
  ""reasoning"": ""The text expresses curiosity and concern without showing strong emotions of anger, fear, or sadness.""
}
```"
